134,3,1,1
353,3,2,1
237,3,8,1
342,3,10,1
339,3,11,1
166,3,15,1
33,3,19,1
171,3,21,1
215,3,29,1
171,3,32,1
358,3,33,1
358,3,35,1
278,3,38,1
134,3,40,1
235,3,41,1
323,3,45,1
278,3,46,1
234,3,48,1
225,3,49,1
175,3,52,1
188,3,53,1
239,3,56,1
45,3,58,1
358,3,60,1
235,3,61,1
277,3,61,1
235,3,62,1
109,3,63,1
29,3,74,1
291,3,79,1
134,3,80,1
234,3,84,1
229,3,86,1
239,3,92,1
235,3,92,1
229,3,93,1
242,3,97,1
234,3,100,1
242,3,101,1
212,3,106,1
225,3,108,1
234,3,112,1
234,3,115,1
358,3,118,1
215,3,122,1
239,3,123,1
105,3,127,1
344,3,131,1
187,3,135,1
239,3,136,1
275,3,137,1
237,3,139,1
235,3,141,1
33,3,143,1
277,3,144,1
239,3,145,1
170,3,150,1
358,3,151,1
202,3,153,1
202,3,159,1
229,3,160,1
277,3,163,1
233,3,164,1
234,3,166,1
176,3,167,1
174,3,168,1
41,3,173,1
239,3,174,1
234,3,179,1
187,3,180,1
152,3,183,1
187,3,187,1
134,3,188,1
234,3,196,1
234,3,198,1
242,3,199,1
187,3,200,1
224,3,207,1
278,3,208,1
235,3,213,1
7,3,217,1
235,3,218,1
134,3,221,1
193,3,226,1
198,3,230,1
50,3,233,1
125,3,234,1
277,3,236,1
275,3,236,1
137,3,237,1
229,3,238,1
25,3,241,1
105,3,246,1
110,3,247,1
171,3,253,1
58,3,256,1
287,3,259,1
306,3,262,1
291,3,263,1
188,3,265,1
229,3,267,1
229,3,270,1
302,3,274,1
229,3,275,1
32,3,280,1
242,3,281,1
305,3,282,1
152,3,285,1
170,3,286,1
187,3,290,1
202,3,293,1
41,3,296,1
287,3,297,1
202,3,306,1
228,3,308,1
235,3,309,1
237,3,310,1
239,3,310,1
188,3,311,1
347,3,314,1
358,3,315,1
344,3,315,1
234,3,318,1
83,3,320,1
16,3,324,1
239,3,325,1
170,3,328,1
234,3,330,1
170,3,331,1
233,3,332,1
234,3,332,1
198,3,333,1
204,3,346,1
204,3,354,1
170,3,355,1
58,3,357,1
234,3,359,1
32,3,363,1
239,3,370,1
234,3,374,1
150,3,376,1
344,3,377,1
235,3,378,1
45,3,383,1
270,3,387,1
168,3,388,1
170,3,388,1
234,3,391,1
275,3,396,1
167,3,397,1
134,3,401,1
54,3,407,1
152,3,409,1
150,3,409,1
212,3,410,1
235,3,416,1
41,3,422,1
235,3,423,1
291,3,424,1
353,3,425,1
187,3,427,1
215,3,428,1
40,3,431,1
50,3,433,1
337,3,434,1
244,3,438,1
130,3,438,1
242,3,445,1
275,3,451,1
239,3,452,1
235,3,452,1
275,3,458,1
233,3,459,1
202,3,460,1
25,3,472,1
237,3,477,1
234,3,481,1
344,3,483,1
306,3,487,1
225,3,494,1
198,3,495,1
344,3,496,1
171,3,497,1
41,3,502,1
266,3,505,1
58,3,507,1
239,3,509,1
237,3,509,1
234,3,510,1
228,3,514,1
134,3,519,1
341,3,520,1
305,3,521,1
167,3,522,1
188,3,524,1
33,3,525,1
124,3,526,1
234,3,528,1
234,3,529,1
315,3,530,1
275,3,532,1
229,3,533,1
202,3,536,1
170,3,540,1
225,3,542,1
234,3,544,1
202,3,546,1
344,3,552,1
287,3,554,1
233,3,558,1
45,3,560,1
187,3,564,1
41,3,566,1
82,3,568,1
233,3,569,1
33,3,570,1
58,3,571,1
134,3,573,1
29,3,576,1
235,3,578,1
315,3,581,1
235,3,583,1
150,3,585,1
134,3,586,1
277,3,587,1
58,3,589,1
305,3,591,1
234,3,594,1
204,3,597,1
233,3,599,1
188,3,601,1
242,3,602,1
112,3,603,1
41,3,604,1
298,3,605,1
237,3,612,1
58,3,614,1
215,3,616,1
202,3,620,1
202,3,622,1
239,3,634,1
235,3,634,1
33,3,638,1
229,3,639,1
182,3,640,1
305,3,641,1
237,3,645,1
239,3,645,1
235,3,648,1
239,3,648,1
239,3,649,1
198,3,651,1
52,3,653,1
234,3,654,1
344,3,656,1
235,3,660,1
198,3,661,1
237,3,663,1
309,3,672,1
306,3,674,1
225,3,675,1
228,3,678,1
235,3,680,1
58,3,681,1
179,3,682,1
239,3,683,1
45,3,684,1
239,3,685,1
331,3,686,1
233,3,687,1
170,3,690,1
298,3,694,1
237,3,695,1
287,3,696,1
95,3,698,1
235,3,711,1
235,3,727,1
358,3,730,1
344,3,730,1
291,3,731,1
124,3,732,1
167,3,733,1
132,3,736,1
341,3,738,1
277,3,747,1
275,3,747,1
235,3,750,1
89,3,754,1
298,3,756,1
323,3,758,1
188,3,759,1
234,3,760,1
171,3,766,1
110,3,767,1
25,3,768,1
204,3,770,1
291,3,771,1
204,3,773,1
179,3,775,1
233,3,777,1
234,3,780,1
202,3,781,1
56,3,784,1
144,3,787,1
132,3,788,1
41,3,789,1
242,3,790,1
277,3,792,1
235,3,796,1
275,3,801,1
168,3,808,1
33,3,809,1
233,3,818,1
234,3,818,1
202,3,824,1
235,3,825,1
270,3,829,1
225,3,839,1
242,3,841,1
229,3,847,1
175,3,848,1
234,3,860,1
229,3,861,1
306,3,865,1
234,3,866,1
33,3,868,1
341,3,874,1
29,3,876,1
235,3,879,1
235,3,881,1
188,3,882,1
229,3,888,1
233,3,899,1
302,3,902,1
237,3,904,1
239,3,904,1
344,3,906,1
291,3,913,1
315,3,914,1
52,3,915,1
54,3,915,1
45,3,923,1
234,3,924,1
287,3,926,1
202,3,927,1
58,3,930,1
210,3,933,1
344,3,935,1
301,3,937,1
275,3,939,1
287,3,942,1
170,3,944,1
237,3,947,1
132,3,951,1
235,3,952,1
234,3,953,1
254,3,958,1
233,3,959,1
234,3,959,1
112,3,960,1
45,3,966,1
270,3,971,1
134,3,972,1
254,3,973,1
150,3,976,1
291,3,980,1
233,3,981,1
234,3,981,1
274,3,983,1
22,3,984,1
111,3,985,1
188,3,988,1
89,3,989,1
278,3,992,1
25,3,993,1
150,3,995,1
234,3,997,1
234,3,999,1
353,3,2,1
358,3,2,1
347,3,3,1
242,3,4,1
344,3,5,1
339,3,11,1
344,3,14,1
25,3,16,1
202,3,20,1
228,3,31,1
25,3,37,1
235,3,41,1
225,3,49,1
188,3,53,1
41,3,54,1
358,3,60,1
239,3,62,1
275,3,64,1
225,3,70,1
188,3,71,1
170,3,72,1
343,3,74,1
29,3,74,1
234,3,75,1
233,3,76,1
235,3,78,1
291,3,79,1
134,3,80,1
235,3,81,1
344,3,82,1
235,3,83,1
275,3,85,1
229,3,93,1
134,3,98,1
239,3,99,1
235,3,109,1
33,3,111,1
212,3,113,1
198,3,116,1
275,3,117,1
344,3,118,1
358,3,120,1
89,3,125,1
105,3,127,1
344,3,131,1
187,3,135,1
